day,yuangong,shang,xia,error
10,1149,2202286,190506934,0
10,1165,3612703,415042466,0
10,1184,4677743,442659694,0
10,1249,2400648,183646359,0
10,1251,2199996,239094513,0
10,1295,3085300,253872974,0
10,1300,3489689,333619196,0
10,1312,5527796,530950913,0
10,1363,4107786,421893231,0
10,1371,2827370,237908214,0
10,1378,2319227,189305546,0
10,1433,1554179,213098178,0
10,1473,2178129,274444020,0
10,1499,1969098,165202331,0
11,1013,0,0,0
11,1104,0,0,0
11,1110,0,0,0
11,1118,0,0,0
11,1149,0,0,0
11,1165,0,0,0
11,1184,0,0,0
11,1249,0,0,0
11,1251,0,0,0
11,1295,0,0,0
11,1300,0,0,0
11,1312,0,0,0
11,1363,0,0,0
11,1371,0,0,0
11,1378,0,0,0
11,1433,0,0,0
11,1473,0,0,0
11,1499,0,0,0
12,1013,2865340,293488815,0
12,1104,0,0,0
12,1110,0,0,0
12,1118,0,0,0
12,1149,0,0,0
12,1165,2580288,201531038,0
12,1184,0,0,0
12,1249,0,0,0
12,1251,0,0,0
12,1295,0,0,0
12,1300,3532500,358447148,0
12,1312,0,0,0
12,1363,0,0,0
12,1371,2641487,245133321,0
12,1378,0,0,0
12,1433,0,0,0
12,1473,2299790,228152201,0
12,1499,2288991,230870475,0
13,1013,934755,68442062,0
13,1104,3351923,338687213,0
13,1110,1505166,186806238,0
13,1118,3213883,291938650,0
13,1149,2045737,193597548,0
13,1165,4390339,313414230,0
13,1184,1945242,203604151,0
13,1249,4559348,485028459,0
13,1251,2733633,315688313,0
13,1295,1972913,162988212,0
13,1300,2833818,303595456,0
13,1312,3490353,296855166,0
13,1363,2194830,226286617,0
13,1371,3840078,438161385,0
13,1378,1714413,163254977,0
13,1433,2121536,194900515,0
13,1473,1826715,209576297,0
13,1499,4560761,437097798,0
14,1013,1423059,145206217,0
14,1104,4295903,382507222,0
14,1110,2728761,205061869,0
14,1118,3140146,383494032,0
14,1149,2148978,203387457,0
14,1165,2745298,227964690,0
14,1184,3489161,295375825,0
14,1249,1950760,205986331,0
14,1251,4928762,438349254,0
14,1295,1858693,170661005,0
14,1300,4805490,436569161,0
14,1312,3053537,312820719,0
14,1363,2977803,295845364,0
14,1371,3133947,326699171,0
14,1378,4033328,370257772,0
14,1433,2613837,251562612,0
14,1473,3370609,331477833,0
14,1499,4182328,437621070,0
15,1013,779130,74116824,0
15,1104,2289461,253956920,0
15,1110,1492397,193994198,0
15,1118,4170400,431304463,0
15,1149,4066206,368456007,0
15,1165,3124748,347722818,0
15,1184,4094626,378411048,0
15,1249,2350838,247136034,0
15,1251,3378728,303266645,0
15,1295,1767976,167192928,0
15,1300,2445100,193348331,0
15,1312,2625417,220720523,0
15,1363,2842336,268204996,0
15,1371,3600900,334657710,0
15,1378,4552255,419554016,0
15,1433,2854763,357701987,0
15,1473,2734368,320196187,0
15,1499,3388244,349046116,0
16,1013,0,0,0
16,1104,2417235,238487473,0
16,1110,1740720,179973638,0
16,1118,2179862,187159931,0
16,1149,3958748,381908033,0
16,1165,2951351,333201895,0
16,1184,4273225,433825040,0
16,1249,3562365,354927304,0
16,1251,3625908,391756276,0
16,1295,1056410,121115187,0
16,1300,3722892,322946802,0
16,1312,3431169,338689791,0
16,1363,2843312,274120606,0
16,1371,4436047,437390154,0
16,1378,3122991,334106010,0
16,1433,3032303,278712265,0
16,1473,3268699,396733384,0
16,1499,5043575,414424576,0
17,1013,0,0,0
17,1104,4682483,474579220,0
17,1110,1398002,194213487,0
17,1118,4154611,432352542,0
17,1149,1811905,204748358,0
17,1165,2713441,328472555,0
17,1184,1649565,126375828,0
17,1249,4764389,461803891,0
17,1251,3309654,301651226,0
17,1295,1501414,174071263,0
17,1300,4427403,483501525,0
17,1312,5234981,506848263,0
17,1363,2591655,200785471,0
17,1371,4173958,418943895,0
17,1378,2015047,214505743,0
17,1433,3510333,356180813,0
17,1473,2611346,299274017,0
17,1499,3786620,354669389,0
18,1013,0,0,0
18,1104,0,0,0
18,1110,0,0,0
18,1118,0,0,0
18,1149,0,0,0
18,1165,0,0,0
18,1184,0,0,0
18,1249,0,0,0
18,1251,0,0,0
18,1295,3933118,409681170,0
18,1300,0,0,0
18,1312,2043076,228982904,0
18,1363,0,0,0
18,1371,3313049,309181983,0
18,1378,0,0,0
18,1433,0,0,0
18,1473,2505386,218340502,0
18,1499,3251452,337681860,0
19,1013,0,0,0
19,1104,4217856,404133648,0
19,1110,1249842,123247204,0
19,1118,0,0,0
19,1149,1669677,156621185,0
19,1165,0,0,0
19,1184,0,0,0
19,1249,0,0,0
19,1251,0,0,0
19,1295,0,0,0
19,1300,2303103,266267833,0
19,1312,0,0,0
19,1363,0,0,0
19,1371,0,0,0
19,1378,0,0,0
19,1433,0,0,0
19,1473,0,0,0
19,1499,0,0,0
20,1013,1978673,215718430,0
20,1104,0,0,0
20,1110,2515667,270662816,0
20,1118,1682462,177663866,0
20,1149,5574338,509923165,0
20,1165,2793487,246592273,0
20,1184,2509117,251077619,0
20,1249,4040687,411346498,0
20,1251,2576901,289286409,0
20,1295,602405,68163507,0
20,1300,2050898,198296126,0
20,1312,3027994,339211909,0
20,1363,2952012,308493933,0
20,1371,2843957,270398999,0
20,1378,3652433,284359603,0
20,1433,3357428,355629949,0
20,1473,2572337,203408023,0
20,1499,4082285,391525436,0
21,1013,0,0,0
21,1104,2415862,230458004,0
21,1110,1536915,141965364,0
21,1118,2037890,237343066,0
21,1149,3348105,395670527,0
21,1165,3667845,396026109,0
21,1184,2583915,268873039,0
21,1249,2314449,196955948,0
21,1251,4565620,323697840,0
21,1295,2639148,295249442,0
21,1300,2117458,204217944,0
21,1312,3275535,376295823,0
21,1363,4456524,456799395,0
21,1371,2159013,215282564,0
21,1378,2756773,239663968,0
21,1433,4062880,370595505,0
21,1473,3302560,384331970,0
21,1499,2152899,208335709,0
22,1013,0,0,0
22,1104,3860506,422254762,0
22,1110,923731,106580205,0
22,1118,3326182,414774569,0
22,1149,3211186,397748244,0
22,1165,5127684,510906427,0
22,1184,2828486,291013202,0
22,1249,3709614,341038078,0
22,1251,3770341,310154893,0
22,1295,2804943,299609626,0
22,1300,3296063,362519734,0
22,1312,4568829,444704702,0
22,1363,4101034,405708691,0
22,1371,2775217,250948841,0
22,1378,4554422,428672895,0
22,1433,4524845,518570176,0
22,1473,3996632,440016961,0
22,1499,4194150,420595647,0
23,1013,0,0,0
23,1104,1934784,196542910,0
23,1110,2374820,243937998,0
23,1118,3773382,347784832,0
23,1149,3102970,347343657,0
23,1165,3080539,309153279,0
23,1184,3910391,406983584,0
23,1249,2351593,236516353,0
23,1251,4883370,522659858,0
23,1295,2255181,180812309,0
23,1300,2757455,294627569,0
23,1312,2701330,314954287,0
23,1363,3251652,274890166,0
23,1371,2006950,167110674,0
23,1378,4768686,441898538,0
23,1433,3987513,378268104,0
23,1473,3826076,398278759,0
23,1499,1734420,145817203,0
24,1013,2023136,235616062,0
24,1104,1897469,205123380,0
24,1110,2171270,200301539,0
24,1118,3469271,432690551,0
24,1149,2647712,278156286,0
24,1165,1921241,166954030,0
24,1184,2429288,256312644,0
24,1249,2223563,236898246,0
24,1251,1713702,161527161,0
24,1295,2824072,221632405,0
24,1300,3593735,402568023,0
24,1312,1755167,191382754,0
24,1363,4850503,411852936,0
24,1371,1769759,212674275,0
24,1378,2266044,175701047,0
24,1433,2852291,268505844,0
24,1473,3830774,406745080,0
24,1499,4307745,427840037,0
25,1013,0,0,0
25,1104,0,0,0
25,1110,0,0,0
25,1118,0,0,0
25,1149,0,0,0
25,1165,0,0,0
25,1184,0,0,0
25,1249,0,0,0
25,1251,0,0,0
25,1295,0,0,0
25,1300,0,0,0
25,1312,2881485,275056592,0
25,1363,0,0,0
25,1371,0,0,0
25,1378,1390352,183582063,0
25,1433,3286440,339077266,0
25,1473,0,0,0
25,1499,0,0,0
26,1013,0,0,0
26,1104,0,0,0
26,1110,0,0,0
26,1118,0,0,0
26,1149,0,0,0
26,1165,0,0,0
26,1184,0,0,0
26,1249,0,0,0
26,1251,0,0,0
26,1295,0,0,0
26,1300,0,0,0
26,1312,0,0,0
26,1363,0,0,0
26,1371,0,0,0
26,1378,0,0,0
26,1433,0,0,0
26,1473,0,0,0
26,1499,0,0,0
27,1013,0,0,0
27,1104,2387146,216680458,0
27,1110,1648772,156644345,0
27,1118,1815760,248342952,0
27,1149,0,0,0
27,1165,3705416,311718403,0
27,1184,2596525,239072243,0
27,1249,1143787,130341111,0
27,1251,3455423,302503740,0
27,1295,3779695,383020006,0
27,1300,2432977,208147541,0
27,1312,2556659,241352982,0
27,1363,3420993,375187319,0
27,1371,1862791,237662279,0
27,1378,4286430,355335380,0
27,1433,1277845,104034093,0
27,1473,2240067,172809047,0
27,1499,1696942,165369240,0
28,1013,3037330,306570183,0
28,1104,2193357,182907064,0
28,1110,2763837,269306376,0
28,1118,2572499,309648967,0
28,1149,0,0,0
28,1165,3911116,384826814,0
28,1184,3129366,294605367,0
28,1249,5260891,441080946,0
28,1251,2467281,242699885,0
28,1295,1700825,214706730,0
28,1300,1748734,174524589,0
28,1312,3738026,363845383,0
28,1363,4780718,439664097,0
28,1371,2368558,213667974,0
28,1378,1706541,168661850,0
28,1433,4141004,422395297,0
28,1473,3201651,384695932,0
28,1499,3776594,380864573,0
29,1013,0,0,0
29,1104,3991605,446268461,0
29,1110,4516066,490333187,0
29,1118,2739264,318770481,0
29,1149,0,0,0
29,1165,3410492,347928051,0
29,1184,1941858,141534407,0
29,1249,3488545,313326161,0
29,1251,4573532,424933231,0
29,1295,2137929,229911484,0
29,1300,2451655,248292973,0
29,1312,4774382,415534121,0
29,1363,4245832,396271581,0
29,1371,2731486,255238564,0
29,1378,1546986,216922962,0
29,1433,2120274,236587195,0
29,1473,1764040,199806533,0
29,1499,0,0,0
30,1013,0,0,0
30,1104,1760856,189895045,0
30,1110,1705688,154099259,0
30,1118,2075795,244522558,0
30,1149,0,0,0
30,1165,2480519,178607706,0
30,1184,2350955,287380644,0
30,1249,3800207,345758620,0
30,1251,3039445,260641659,0
30,1295,1735944,176292894,0
30,1300,3122279,336949522,0
30,1312,1824370,191094115,0
30,1363,4706370,472512512,0
30,1371,1712054,178359658,0
30,1378,2290223,288951630,0
30,1433,2089810,181284467,0
30,1473,4451901,464280598,0
30,1499,3707110,415581003,0
