day,yuangong,shang,xia,error
1,1246,0,572473647,2335653205
1,1248,0,2667158,264764676
1,1249,0,3605163,324612231
1,1251,0,2017808,168030971
1,1252,3,1381539589,1658748047
1,1253,0,1188242,150868002
1,1254,0,1172209051,1202351735
1,1255,0,1352486,163199709
1,1257,1,1444680140,2074978598
1,1261,1,2131592950,1417037566
1,1262,0,662516669,1501658089
1,1263,1,2553492258,2121978390
1,1265,0,214314399,796954890
1,1267,0,1591537177,1768183555
1,1268,0,302577100,557030465
1,1270,1,844154103,911005178
1,1273,2,1382687109,1396853730
1,1274,0,1621877331,2676380739
1,1275,0,903519306,1134607105
1,1277,0,812228167,528131555
1,1278,0,1202174366,1108583634
1,1279,2,572382662,828485649
1,1281,0,1681698450,1664544121
1,1282,0,1232313734,436776853
1,1283,0,1291629344,2456587534
1,1284,0,451900155,938018489
1,1286,0,2010903111,1411161213
1,1287,1,1831973243,1163356284
1,1290,1,961924276,1046881906
1,1291,0,1442507210,1343830982
1,1293,0,1321916,188880500
1,1295,0,1745375,174645234
1,1296,0,1352460478,1308623595
1,1297,0,2221318996,932350008
1,1299,0,843073365,916891709
1,1300,0,2638240,299338654
1,1301,1,723093867,1176499653
1,1303,1,2043390979,1650636074
1,1304,0,1772387894,1570912834
1,1305,1,1111810423,328872410
1,1306,1,1112065367,1628337846
1,1307,0,1592753345,1074162499
1,1308,1,903717946,1218092915
1,1311,0,1291804963,1871984489
1,1312,0,3371816,390995531
1,1313,2,781135540,1213380786
1,1314,0,420888693,861157003
1,1315,2,902611884,1045939789
1,1319,0,872074808,1517176647
1,1321,1,1563190657,1492501768
1,1322,0,1742018641,2059210857
1,1323,2,1563661003,1623779291
1,1324,0,1021390794,1210156609
1,1325,2,1202530509,1380682936
1,1326,0,1622417273,1110033662
1,1327,0,1802644,209784632
1,1328,0,992842625,913034006
1,1330,0,932719427,1565493474
1,1332,0,601453437,1404111007
1,1333,1,1082040078,940659797
1,1334,1,1772486709,1809743975
1,1336,1,1232268766,2539594781
1,1338,1,512022049,971979985
1,1339,0,571512663,1364365147
1,1340,0,661613630,1852436024
1,1342,0,1733902,246045064
1,1343,3,842167862,906099582
1,1344,2,1502683241,1432786395
1,1345,0,1293228628,2990778355
1,1346,0,1618314,160081216
1,1347,0,1510255,134200236
1,1348,0,2284531105,1242555749
1,1349,2,1082372455,1697234701
1,1350,0,451880615,745733542
1,1351,1,1712490359,1196258767
1,1352,0,1952874099,2045117445
1,1354,0,1263399021,2303570996
1,1355,0,1742514913,2056076088
1,1356,0,1021193857,685400442
1,1357,1,2224571346,1480294926
1,1359,0,1263200286,1469392579
1,1360,0,1411950690,1983368875
1,1361,0,1111656102,963698017
1,1362,1,1412595736,1430939453
1,1363,0,2824153,306070588
1,1364,0,1501974669,1071767382
1,1365,0,1982003100,2447441107
1,1367,0,272780968,954636440
1,1368,0,1451585,137779622
1,1369,0,1994449,173692375
1,1370,0,1372362,111897192
1,1371,0,1078774,125279042
1,1373,3,1204199433,1055078909
1,1374,1,661340254,1797640601
1,1376,1,272098243,1040370690
1,1378,0,4952469,452947191
1,1379,0,1592137136,2187243983
1,1380,0,362129799,426159785
1,1381,0,1053523030,1717982755
1,1382,0,1591529863,2567052193
1,1383,0,2332638,1222177905
1,1384,0,662779201,824996880
1,1385,1,1922368475,909555755
1,1388,0,691735733,1037116579
1,1389,0,91827511,485874650
1,1390,0,1021473104,1266778812
1,1391,1,2072177385,1222274115
1,1393,1,2284272345,1023810394
1,1394,0,782806472,1309908050
1,1395,0,721627904,251491453
1,1396,0,1143036421,1639612350
1,1397,0,1323832195,2112603317
1,1398,0,542821797,840141249
1,1399,1,1262505575,2436644878
1,1401,0,1232553327,1266555648
1,1402,0,1502380107,1387312936
1,1403,0,2432351055,1344189167
1,1404,1,1412310396,1976852900
1,1405,0,1021262273,767330526
1,1406,1,721199420,1040208131
1,1408,0,1502102343,2631053999
1,1409,0,873023584,879561023
1,1410,0,1231770702,1283880133
1,1411,0,331755532,725024658
1,1416,0,993056956,1663090099
1,1417,1,1172625617,2331236584
1,1420,0,1232763302,1547353659
1,1421,0,841345601,894415124
1,1422,0,963148868,2391353038
1,1423,0,963653363,1610368923
1,1424,0,872855031,969787146
1,1425,0,1353909735,1841828523
1,1428,0,1052883113,2620842654
1,1429,1,993431358,2158498689
1,1431,0,1168858,103767611
1,1433,0,3465490,413777567
1,1434,1,781870804,1057235951
1,1435,0,1862826877,1316316165
1,1436,2,2402631426,985123627
1,1438,0,452868472,647919956
1,1439,0,1357805,180882579
1,1440,0,813627079,1014568142
1,1444,0,662064581,826504860
1,1445,0,841100184,822751155
1,1446,0,542787891,1264915603
1,1449,0,1801913916,1493491553
1,1450,0,1081838282,737436202
1,1451,0,1379327,136046747
1,1455,0,1353151567,1719722584
1,1456,2,1231122488,1315472360
1,1457,1,1592720842,2775671356
1,1458,1,3032286860,2113795050
1,1459,0,870792236,1191070090
1,1460,0,932264081,959957193
1,1461,0,872081442,638948214
1,1462,0,992889788,2057777347
1,1464,0,932061917,2049924290
1,1465,0,901715646,546975742
1,1466,2,1323312687,3019657508
1,1467,0,909978,144421604
1,1469,1,902310787,867176381
1,1470,0,1021970792,1107064002
1,1471,0,842908091,1209970561
1,1473,0,3855806,395423550
1,1474,0,2042104703,1098720661
1,1475,0,1204889042,1743418612
1,1477,0,3093495304,4562853670
1,1478,0,691965629,424739115
1,1480,0,1592619021,2353596781
1,1481,0,2102307007,2039313504
1,1482,2,1351990723,1398149802
1,1483,3,1111280723,2206850780
1,1484,2,2042385541,1684743637
1,1486,2,572064398,1532580301
1,1487,0,691997796,251488431
1,1489,1,1232217743,973727300
1,1490,1,1111379697,1314067936
1,1491,2,1563687938,1422006719
1,1493,1,242942017,1438729901
1,1494,0,603755775,2333845401
1,1495,3,1982570605,2209846828
1,1496,0,2041591756,2124681575
1,1497,0,2373360817,1719473540
1,1498,0,1238774,108221280
1,1499,0,2046243,184178018
1,1500,0,1082378961,1479484230
2,1007,0,0,0
2,1013,0,0,0
2,1041,0,0,0
2,1057,0,482092909,1150077399
2,1058,0,1321439046,875384182
2,1059,0,692035348,650351706
2,1060,0,752803328,1858552109
2,1067,0,0,0
2,1068,0,0,0
2,1079,0,842201929,1854108239
2,1080,0,691200020,499955227
2,1087,0,331646961,679580336
2,1092,0,1142089599,1482720511
2,1096,0,2071304716,1826057810
2,1098,0,571558535,1117358933
2,1100,0,632159678,942908518
2,1101,0,1442048428,1064344339
2,1102,0,1412993684,1496034198
2,1103,0,1231428692,1296963632
2,1104,0,2814389,339562605
2,1106,2,452771333,768747200
2,1108,0,1516798,143947810
2,1110,0,2233938,247887078
2,1112,0,1532282965,1504208083
2,1113,0,782489646,1579846184
2,1115,2,1772856293,1272591226
2,1118,0,4314136,462720724
2,1119,0,91421514,667893136
2,1124,0,1916685,141336316
2,1125,1,752029788,1733044348
2,1126,0,1682310694,2379030079
2,1127,0,512136339,1353410556
2,1129,1,902701266,2190727852
2,1130,2,812837123,970648629
2,1132,1,1711755409,1809740319
2,1134,0,1894092025,1644846577
2,1135,0,1652094750,1782681820
2,1137,0,2356350,207124079
2,1139,0,1082680519,726056123
2,1140,0,1591904638,1993304809
2,1141,0,1323452196,1633224004
2,1142,1,1683429331,812774603
2,1143,1,693264793,2034157682
2,1145,2,1021989765,1100474722
2,1147,0,1442585524,1072667258
2,1148,0,992100657,1165655444
2,1149,0,1745506,181578286
2,1150,0,1562768577,1126613758
2,1151,1,2104426749,2569124783
2,1152,1,2641834939,1399505590
2,1153,1,1321665803,717699298
2,1154,0,1202041029,1064244387
2,1155,1,1202080623,1103193090
2,1156,0,1802530476,1843546203
2,1159,1,962387632,1142804093
2,1163,1,571448867,1793318186
2,1164,0,691824893,369192638
2,1165,0,4309200,446783480
2,1167,1,214977182,2698050856
2,1169,2,2341696395,2013695071
2,1170,2,1443051072,2381141210
2,1171,0,1382903478,593536152
2,1172,0,1831515351,2303915850
2,1173,0,301575854,532272898
2,1174,1,841582808,1267631525
2,1175,1,1081476369,1788455392
2,1176,0,421796405,1686816438
2,1177,1,723112781,806563947
2,1178,1,1261589614,1778333696
2,1179,1,871738304,1027754583
2,1180,0,983246,120383778
2,1181,0,542422793,786121139
2,1182,0,872728856,2151156819
2,1183,2,873471774,456316187
2,1184,0,3079737,324792754
2,1186,0,1485040,141462001
2,1189,1,1351416805,899868645
2,1191,1,1593422855,1357228895
2,1192,0,1564338431,1624512730
2,1193,0,541005878,1809205503
2,1194,0,481351700,536583547
2,1195,0,2103643273,2169741187
2,1197,1,1262663066,1198978597
2,1199,2,1474037289,965201296
2,1200,0,1053674085,999238265
2,1202,1,1171868643,1306719110
2,1204,0,511975180,2526841484
2,1205,1,1864246141,1431018605
2,1206,1,451941443,617617949
2,1207,2,781107997,1195315627
2,1209,0,0,0
2,1210,1,1111794910,1226316859
2,1211,2,361666473,745739694
2,1213,0,1416776,153347319
2,1216,0,1772655917,1602611520
2,1217,0,632206199,1458536893
2,1219,0,842430285,951454509
2,1220,0,1084233931,2097512954
2,1221,1,2102048391,1906977017
2,1223,3,1054017276,1494272902
2,1224,1,1172306505,1644444162
2,1226,0,1756860,173316681
2,1228,0,1111618090,1320131200
2,1230,1,2494511509,1177959756
2,1231,0,872793234,1066007737
2,1233,0,1291227610,1641244493
2,1234,0,842268416,1229549497
2,1238,1,2204789,544514846
2,1239,0,602899746,1006553797
2,1241,1,331756894,810913705
2,1243,1,1650836660,1223395127
2,1244,0,422751657,271259616
2,1245,0,512620922,1002454794
2,1246,1,1021296468,1171106236
2,1248,0,1740910,177320895
2,1249,0,2059890,197441339
2,1251,0,2438551,250452217
2,1252,2,2254075450,1832560958
2,1253,0,1739226,201242292
2,1254,2,1321727217,1834713027
2,1255,0,1272320,111305250
2,1257,0,3452883784,2145884428
2,1261,0,451745798,627363568
2,1262,0,1711381216,512334764
2,1263,1,2041078425,1879721785
2,1265,0,3094997832,2942124992
2,1267,0,392781326,487065478
2,1268,0,212553458,435124510
2,1270,0,1232961194,1146613027
2,1273,0,722332136,914473741
2,1274,0,632197971,1523861122
2,1275,2,1981844576,1082829854
2,1277,0,781847759,1561988217
2,1278,0,1261634606,1710504450
2,1279,0,2372241994,1395527378
2,1281,1,2223953980,2652081133
2,1282,0,1834883417,2195026637
2,1283,1,602771807,706093399
2,1284,0,632035340,371093213
2,1286,2,452788873,1269656772
2,1287,0,1952713432,2666019513
2,1290,0,1532085596,989010661
2,1291,0,842687063,1119450143
2,1293,0,1914581,200923469
2,1295,0,2266657,192813235
2,1296,2,1773236749,1614895531
2,1297,0,1682371191,2058554121
2,1299,1,2043239007,2086457259
2,1300,0,0,0
2,1301,0,1022641230,2140971515
2,1303,0,1711034303,2067814578
2,1304,1,632766217,1139233414
2,1305,0,1651580344,1816916325
2,1306,0,2101316713,2067749049
2,1307,0,2193547883,826224964
2,1308,1,2163003633,1335346698
2,1311,0,872789298,1758379364
2,1312,0,3916638,434257891
2,1313,1,481974009,972090679
2,1314,1,93106265,777836794
2,1315,1,841453828,1473096965
2,1319,1,1111876383,2349751887
2,1321,0,1951725069,1721085042
2,1322,3,1771185141,395600852
2,1323,0,1861358406,1080795600
2,1324,0,1291889097,933261113
2,1325,0,1922360117,959260624
2,1326,0,992474362,1118689949
2,1327,0,1399488,105717993
2,1328,1,1892306252,959487283
2,1330,1,842976500,1496693162
2,1332,0,241713362,807788994
2,1333,0,842037800,1785198211
2,1334,0,1291711583,2777613960
2,1336,0,961795238,1235687637
2,1338,0,1081309991,434181055
2,1339,0,1172330639,998307160
2,1340,0,2792368584,1829069843
2,1342,0,1995049,188386535
2,1343,0,2132208627,1873625739
2,1344,1,2194501638,1702663273
2,1345,0,841014355,1302370746
2,1346,0,1434252,124924275
2,1347,0,1481630,111118659
2,1348,1,841744360,1359691334
2,1349,0,932899053,918953306
2,1350,1,933064164,1233463035
2,1351,0,2133471203,1700216750
2,1352,0,571570836,690871700
2,1354,0,1322712787,637338676
2,1355,0,331529509,146813122
2,1356,0,1202283265,2646505898
2,1357,1,1202255953,1723006393
2,1359,0,1050638012,1683185439
2,1360,0,1351881602,1438016147
2,1361,2,212399253,901883264
2,1362,0,1921728053,1072146382
2,1363,0,4085767,328992332
2,1364,1,362984941,351804916
2,1365,0,512252568,554008757
2,1367,1,1232069471,588660641
2,1368,0,1105492,112423864
2,1369,0,2156157,196553293
2,1370,0,2589436,230851822
2,1371,0,2517726,227816237
2,1373,0,1441560717,1455999129
2,1374,0,812287857,2744638568
2,1376,0,1353114413,1667073001
2,1378,0,2252495,222457686
2,1379,1,1412382395,1199740165
2,1380,0,1923297302,1395578641
2,1381,0,691565361,1236581930
2,1382,0,1412050632,1511035759
2,1383,0,601479517,694617500
2,1384,0,662692016,522366631
2,1385,0,2312206893,800863613
2,1388,1,662881885,535322723
2,1389,1,632302365,715567781
2,1390,0,1203097795,1459868748
2,1391,0,662907104,963791167
2,1393,1,391675094,655317745
2,1394,1,482008064,1042121109
2,1395,0,422565693,626369821
2,1396,2,842261767,1512191842
2,1397,1,1203831890,1857693237
2,1398,1,1262728470,1367752776
2,1399,2,542145389,954208736
2,1401,0,1023032380,1754091582
2,1402,0,1321439226,1723653176
2,1403,2,992460382,944017174
2,1404,1,693580198,2725014186
2,1405,0,1232243797,1479362134
2,1406,1,1292598249,2258784436
2,1408,0,784041139,1749467489
2,1409,1,2042347516,1385331543
2,1410,0,901904256,2113714349
2,1411,0,1682158397,1513559794
2,1416,0,1021261501,1219285056
2,1417,0,2914091863,1341995620
2,1420,0,931897121,1157290456
2,1421,0,1351890604,1694307375
2,1422,1,961869597,1389029492
2,1423,0,1022723851,1937615876
2,1424,0,422436961,906359042
2,1425,1,1712226209,1235074770
2,1428,0,1231887754,1908274527
2,1429,1,1173810286,1449969803
2,1431,0,1506462,118220098
2,1433,0,3820034,349042327
2,1434,0,842498445,1423288948
2,1435,0,571984669,1149623613
2,1436,0,1442596389,1081081365
2,1438,1,1442653264,1393702006
2,1439,0,1537379,110460534
2,1440,0,1022308495,1393548029
2,1444,0,932129527,1306621527
2,1445,0,481879103,1238704787
2,1446,1,1741871711,2174209021
2,1449,3,1261730479,1011535453
2,1450,0,1321322396,1010694427
2,1451,0,1298052,139112473
2,1455,2,2463900903,1585798511
2,1456,0,691613179,1294391660
2,1457,0,1171454234,888727958
2,1458,1,1171774277,916766162
2,1459,2,2433863080,1945559112
2,1460,0,902143137,847927930
2,1461,0,1292548577,639890674
2,1462,0,1082627126,435137051
2,1464,2,1833453902,1430497531
2,1465,0,1291459762,1069708933
2,1466,1,1591850408,1845748306
2,1467,0,2076745,145420073
2,1469,0,1021269261,1384884274
2,1470,0,961411349,1293847088
2,1471,0,421807592,917608986
2,1473,0,4878041,443104521
2,1474,0,1381498581,581657935
2,1475,0,1442136568,1058074607
2,1477,0,2101800814,1748792093
2,1478,0,1022001015,1960014684
2,1480,1,1321219510,1862470845
2,1481,0,691813942,791175079
2,1482,0,782064498,1284980048
2,1483,2,1441509040,1282786821
2,1484,2,1892056497,1517884441
2,1486,1,1082808576,907191369
2,1487,0,991350652,674804235
2,1489,0,663008081,537269888
2,1490,0,874285637,1617219547
2,1491,1,2433488061,1602952577
2,1493,3,1832303873,1966228244
2,1494,0,872803936,1654598857
2,1495,0,1261730180,1257867972
2,1496,1,692515272,1139409148
2,1497,1,903072987,1739868547
2,1498,0,2237093,224993444
2,1499,0,2109099,198531852
2,1500,0,481223008,814228589
3,1007,0,452842888,1504794862
3,1013,0,2695682,278935330
3,1041,0,0,0
3,1057,0,691881804,580244294
3,1058,0,0,0
3,1059,1,392846985,1243154182
3,1060,0,1202598967,620694112
3,1067,0,457496,22318566
3,1068,0,0,0
3,1079,0,662093090,726871527
3,1080,0,1292510680,870525968
3,1087,0,1052239978,1356996326
3,1092,3,1321841540,1310929504
3,1096,0,482858035,1624152185
3,1098,0,1021668094,1384685846
3,1100,0,1623092389,1808577916
3,1101,0,811608797,999620100
3,1102,2,844025812,1192237680
3,1103,0,992598250,1647317349
3,1104,0,2378939,212800058
3,1106,0,1261954656,962906420
3,1108,0,1299837,154130579
3,1110,0,3780297,402791178
3,1112,1,2192316703,2159300527
3,1113,0,0,0
3,1115,0,1473222785,2696565304
3,1118,0,1979091,214572353
3,1119,0,451682604,971433429
3,1124,0,1717221,150760817
3,1125,0,0,0
3,1126,1,842308127,1569009755
3,1127,1,1862565589,1456211082
3,1129,0,1053553585,1427837365
3,1130,0,871476847,657323230
3,1132,1,1802209474,1881770743
3,1134,1,961944114,1632923393
3,1135,0,182347293,355428447
3,1137,0,1196317,132423923
3,1139,0,1592741587,1429971577
3,1140,2,1022401906,2179530838
3,1141,0,1774372390,3610786417
3,1142,0,751373535,757886173
3,1143,0,962290151,1062707398
3,1145,2,993595695,1923007402
3,1147,0,1803344063,1530542390
3,1148,0,482958404,1257242516
3,1149,0,4719757,466737834
3,1150,0,1141969901,929491278
3,1151,1,1561200659,1371204704
3,1152,1,812097791,679103644
3,1153,1,842045524,716052342
3,1154,3,1411632225,1379731247
3,1155,0,842237569,1302937161
3,1156,0,1501921582,961083773
3,1159,0,1681341516,1242440409
3,1163,1,841377688,1595038226
3,1164,2,902882059,1062169418
3,1165,0,2683014,254867906
3,1167,2,1563033896,2110475164
3,1169,0,1202545971,1619611139
3,1170,0,392945381,1177691228
3,1171,0,571756406,848280241
3,1172,0,2253878644,2982215933
3,1173,4,751537521,1377953949
3,1174,0,92155192,691631310
3,1175,0,542663229,1049106104
3,1176,1,1022410361,850118729
3,1177,3,333482957,2014836071
3,1178,0,1471663642,874870539
3,1179,0,782466349,1561050972
3,1180,0,1981855,123232525
3,1181,0,421167346,653437020
3,1182,1,751828509,1058677947
3,1183,2,633864581,947299506
3,1184,0,0,0
3,1186,0,1468193,128235192
3,1189,1,2072411397,2121415787
3,1191,0,1861592383,2308839675
3,1192,0,2162220802,2183619415
3,1193,2,331632128,883911308
3,1194,0,571654635,671953546
3,1195,0,962913928,1640102789
3,1197,0,692116405,1700998551
3,1199,1,1262148177,1916787534
3,1200,0,1922335289,1229863489
3,1202,0,1201541592,1387287697
3,1204,1,752668111,2003720324
3,1205,1,724623703,1060770127
3,1206,0,2011549843,1590016651
3,1207,1,692228384,1053146802
3,1209,0,661292260,859207012
3,1210,2,1263049873,1693766347
3,1211,1,181762234,276556558
3,1213,0,2320016,238213376
3,1216,0,872707964,698124427
3,1217,1,543367773,678179265
3,1219,0,1141270070,1372009330
3,1220,0,1562904668,2066821983
3,1221,0,1472904523,1465055058
3,1223,1,361280036,1638046102
3,1224,2,634272689,1596462052
3,1226,0,1757557,229435362
3,1228,1,422153278,625913926
3,1230,0,1444463674,2434805090
3,1231,0,1773272928,2062742263
3,1233,0,873873359,1561973595
3,1234,0,2011468756,1732808447
3,1238,0,1171712751,1921057051
3,1239,0,482617354,1124759687
3,1241,0,423238401,1312986695
3,1243,0,1233753541,1139564731
3,1244,0,1052328914,1184012590
3,1245,0,391757325,489081188
3,1246,0,2403828515,658957200
3,1248,0,1650313,184536340
3,1249,0,2008096,253533254
3,1251,0,2454919,212811125
3,1252,0,2074579105,1635146683
3,1253,0,1237283,175652642
3,1254,2,1682521873,1346308804
3,1255,0,1221310,127392515
3,1257,0,933407164,1397677390
3,1261,0,181893648,352164626
3,1262,2,451879103,645617063
3,1263,1,721888286,1059136859
3,1265,1,992876056,1781228230
3,1267,0,571784805,505772999
3,1268,0,603499419,1245885814
3,1270,0,1531989588,1527885503
3,1273,1,1412055636,2446976947
3,1274,0,242348720,707160582
3,1275,0,1652089561,1583168549
3,1277,1,841966737,1307883102
3,1278,0,2073513343,1722786941
3,1279,1,1112260551,1194982854
3,1281,2,633989328,2072257982
3,1282,1,1440882424,1630829402
3,1283,0,691984081,317934612
3,1284,0,693630000,707686608
3,1286,3,1293046362,1856839126
3,1287,0,632440482,1121711922
3,1290,0,1262161345,1432737185
3,1291,0,392235777,640914701
3,1293,0,1238504,107581407
3,1295,0,2166185,229418071
3,1296,0,1562366256,2205684895
3,1297,0,362327394,512519114
3,1299,0,874238006,1539625916
3,1300,0,2473636,314125428
3,1301,0,1473100378,1715536725
3,1303,1,932751276,1075315759
3,1304,0,361870696,142293028
3,1305,2,991552155,1421657904
3,1306,0,1142174436,1364451027
3,1307,1,2013668012,2484583389
3,1308,0,993290301,1531054119
3,1311,1,1173775066,2138488363
3,1312,0,4152547,418073574
3,1313,2,392544172,1230356075
3,1314,2,722540413,1075648266
3,1315,0,1201926076,612784005
3,1319,0,781279597,622089110
3,1321,1,1922026879,1295864654
3,1322,1,873757691,1516149900
3,1323,1,1113422151,2313023674
3,1324,0,1711513599,2446798285
3,1325,1,1891646307,1791153652
3,1326,0,1473891310,1887561622
3,1327,0,1859750,153746920
3,1328,0,841559943,1143717949
3,1330,0,841376271,2672770385
3,1332,0,1292008295,1257350438
3,1333,1,572260121,1435581323
3,1334,0,1021465898,1165930499
3,1336,3,1381662846,1021487989
3,1338,0,991863787,1146865996
3,1339,0,1233044711,1215345299
3,1340,1,1172740525,951268134
3,1342,0,1834058,216716308
3,1343,0,782643642,1851451319
3,1344,1,1714136871,2027566744
3,1345,1,843786633,1777614699
3,1346,0,1363108,108456041
3,1347,0,1320335,137819458
3,1348,0,1441085997,1095482451
3,1349,1,1921518580,933184514
3,1350,0,722944759,848065150
3,1351,0,1652126082,1767353038
3,1352,0,601903180,461310648
3,1354,0,1712653706,1934565918
3,1355,1,783532131,1226611091
3,1356,1,1112340271,972009285
3,1357,0,751444316,707851655
3,1359,1,1832969923,1774125408
3,1360,0,512330979,942807760
3,1361,1,1143220427,987379346
3,1362,2,1113370171,1500312037
3,1363,0,2867260,269193638
3,1364,3,751809149,1522427202
3,1365,0,392320595,816137010
3,1367,2,1411559203,2406590201
3,1368,0,2076732,156171394
3,1369,0,1910277,178266021
3,1370,0,1755470,187160942
3,1371,0,2298584,204511004
3,1373,0,0,0
3,1374,1,1623043707,2525371654
3,1376,0,752403733,1064646854
3,1378,0,4097400,359456862
3,1379,1,1982095280,1258768587
3,1380,1,1713123791,1166636861
3,1381,0,1382191974,1005362293
3,1382,2,752289595,1066106729
3,1383,1,1832575333,2901768407
3,1384,0,302805856,1241095165
3,1385,1,541858575,891352962
3,1388,0,392137974,1012679444
3,1389,1,1203320518,2177373023
3,1390,1,1322094487,1514548416
3,1391,0,514180002,1184201696
3,1393,0,1411813528,1720410353
3,1394,0,1532089245,1948065852
3,1395,1,1143035169,1074424674
3,1396,0,1801789681,1111281548
3,1397,0,1234382880,1351495605
3,1398,1,1293015989,1536386857
3,1399,0,572676561,797858524
3,1401,0,361528050,660250543
3,1402,0,1771838284,788733532
3,1403,0,483791883,2993043233
3,1404,0,784713669,2231954345
3,1405,0,1472583399,704390811
3,1406,0,961579069,1576398294
3,1408,1,1713781341,2873540115
3,1409,0,1292537959,488053050
3,1410,0,2072529286,1203182636
3,1411,1,183100537,267731975
3,1416,1,2312835158,2015550104
3,1417,2,1023330553,2168100189
3,1420,0,2881056901,2711964730
3,1421,0,421340111,589849084
3,1422,1,242221466,984140685
3,1423,1,1771870955,1393012617
3,1424,1,632337059,746491611
3,1425,0,1200905574,484968292
3,1428,0,661946358,892581343
3,1429,0,962347860,2382522531
3,1431,0,1445862,131599585
3,1433,0,2493263,202602155
3,1434,1,1142707514,1135250991
3,1435,0,661133305,499364819
3,1436,0,813493918,1848576645
3,1438,0,1171942622,1702566026
3,1439,0,2066324,183568763
3,1440,0,1621326783,1226256439
3,1444,1,481770226,322100154
3,1445,1,482442982,743773168
3,1446,0,992075891,1371315282
3,1449,1,1142119188,2009739777
3,1450,1,1652046198,1220118667
3,1451,0,1195175,137796073
3,1455,0,660725259,1869680171
3,1456,0,1412843556,1577693163
3,1457,0,1802369457,2115306736
3,1458,1,1561811762,1357503481
3,1459,0,1861013184,1624812008
3,1460,1,1081263709,1235868142
3,1461,0,301793895,997424761
3,1462,1,932963070,807544578
3,1464,0,2912703442,1612362223
3,1465,0,421388801,580920160
3,1466,0,213032046,1264158220
3,1467,0,1236788,146994144
3,1469,2,1141147885,2169190508
3,1470,0,183007849,772481063
3,1471,0,1413392567,1899936381
3,1473,0,2602685,171032555
